TITLE,SGY_JSK_QTY_2023-04-15,SGY_JSK_QTY_2023-03-15,CHANGE_AMOUNT,CHANGE(%),CATEGORY
63815454,3,16,-13,-433.33,FD_BUNRUI
63305353,12,62,-50,-416.67,FD_BUNRUI
47504444,3,15,-12,-400.0,FD_BUNRUI
63832910,2,10,-8,-400.0,FD_BUNRUI
64710806,16,72,-56,-350.0,FD_BUNRUI
35182020,4,18,-14,-350.0,FD_BUNRUI
56203030,13,58,-45,-346.15,FD_BUNRUI
36252040,16,69,-53,-331.25,FD_BUNRUI
45202030,4,17,-13,-325.0,FD_BUNRUI
71410002,5,20,-15,-300.0,FD_BUNRUI
53202027,1,4,-3,-300.0,FD_BUNRUI
64751010,2,8,-6,-300.0,FD_BUNRUI
45105010,1,4,-3,-300.0,FD_BUNRUI
45406010,1,4,-3,-300.0,FD_BUNRUI
64710814,64,254,-190,-296.88,FD_BUNRUI
63815254,5,19,-14,-280.0,FD_BUNRUI
51407171,9,33,-24,-266.67,FD_BUNRUI
32503030,3,11,-8,-266.67,FD_BUNRUI
45304010,3,11,-8,-266.67,FD_BUNRUI
71410000,28,100,-72,-257.14,FD_BUNRUI
21860401,2,7,-5,-250.0,FD_BUNRUI
45403050,9,31,-22,-244.44,FD_BUNRUI
64710314,85,289,-204,-240.0,FD_BUNRUI
43812525,11,37,-26,-236.36,FD_BUNRUI
63813210,6,20,-14,-233.33,FD_BUNRUI
12402111,3,10,-7,-233.33,FD_BUNRUI
86417020,4,13,-9,-225.0,FD_BUNRUI
64710311,26,80,-54,-207.69,FD_BUNRUI
64710809,3,9,-6,-200.0,FD_BUNRUI
12402110,2,6,-4,-200.0,FD_BUNRUI
45403020,5,15,-10,-200.0,FD_BUNRUI
64710360,1,3,-2,-200.0,FD_BUNRUI
71704040,4,12,-8,-200.0,FD_BUNRUI
45702030,1,3,-2,-200.0,FD_BUNRUI
45810000,9,27,-18,-200.0,FD_BUNRUI
63705353,1,3,-2,-200.0,FD_BUNRUI
53202037,1,3,-2,-200.0,FD_BUNRUI
63704141,1,3,-2,-200.0,FD_BUNRUI
71410020,6,17,-11,-183.33,FD_BUNRUI
47503131,12,34,-22,-183.33,FD_BUNRUI
12723020,5,14,-9,-180.0,FD_BUNRUI
64710000,5,14,-9,-180.0,FD_BUNRUI
64710811,24,67,-43,-179.17,FD_BUNRUI
13302120,4,11,-7,-175.0,FD_BUNRUI
64710310,23,63,-40,-173.91,FD_BUNRUI
15110000,15,41,-26,-173.33,FD_BUNRUI
